NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

aaa.lzu.edu.cn. 3600 IN A 202.201.0.175
spin.lzu.edu.cn. 1725 IN A 202.201.0.131

spin.lzu.edu.cn. 1725 IN A 202.201.0.131

su.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 257 IN A 202.201.1.184

swsyzx.lzu.edu.cn. 7200 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

swsyzx.lzu.edu.cn. 7199 IN A 210.26.51.253

sysb.lzu.edu.cn. 7200 IN A 202.201.0.44

syzx.lzu.edu.cn. 3600 IN A 202.201.0.42

sz.lzu.edu.cn. 3600 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

sz.lzu.edu.cn. 3599 IN A 202.201.1.28

szk.lzu.edu.cn. 7200 IN A 202.201.0.42

tc.lzu.edu.cn. 3600 IN A 202.201.0.62

tc.lzu.edu.cn. 3599 IN A 202.201.0.62

tc.lzu.edu.cn. 3599 IN A 202.201.0.62

test9.lzu.edu.cn. 3600 IN A 202.201.15.246

test9.lzu.edu.cn. 3599 IN A 202.201.15.246

test9.lzu.edu.cn. 3599 IN A 202.201.15.246

test9.lzu.edu.cn. 3599 IN A 202.201.15.246

test9.lzu.edu.cn. 3599 IN A 202.201.15.246

test9.lzu.edu.cn. 3599 IN A 202.201.15.246

test9.lzu.edu.cn. 3599 IN A 202.201.15.246

test9.lzu.edu.cn. 3599 IN A 202.201.15.246

test9.lzu.edu.cn. 3599 IN A 202.201.15.246

testmy.lzu.edu.cn. 7200 IN A 202.201.13.184

testmy.lzu.edu.cn. 7199 IN A 202.201.13.184

testmy.lzu.edu.cn. 7199 IN A 202.201.13.184

testmy.lzu.edu.cn. 7199 IN A 202.201.13.184

testmy.lzu.edu.cn. 7199 IN A 202.201.13.184

testmy.lzu.edu.cn. 7199 IN A 202.201.13.184

testmy.lzu.edu.cn. 7199 IN A 202.201.13.184

testmy.lzu.edu.cn. 7199 IN A 202.201.13.184

testmy.lzu.edu.cn. 7199 IN A 202.201.13.184

testoa.lzu.edu.cn. 7200 IN A 202.201.13.39

testoa.lzu.edu.cn. 7199 IN A 202.201.13.39

testoa.lzu.edu.cn. 7199 IN A 202.201.13.39

testoa.lzu.edu.cn. 7199 IN A 202.201.13.39

testoa.lzu.edu.cn. 7199 IN A 202.201.13.39

testoa.lzu.edu.cn. 7199 IN A 202.201.13.39

testoa.lzu.edu.cn. 7199 IN A 202.201.13.39

testoa.lzu.edu.cn. 7199 IN A 202.201.13.39

testoa.lzu.edu.cn. 7199 IN A 202.201.13.39

testoa.lzu.edu.cn. 7199 IN A 202.201.13.39

NXDOMAIN for tuanwei.lzu.edu.cn

NXDOMAIN for tuanwei.lzu.edu.cn

NXDOMAIN for tuanwei.lzu.edu.cn

NXDOMAIN for tuanwei.lzu.edu.cn

tyb.lzu.edu.cn. 259 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

tyb.lzu.edu.cn. 258 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

tyb.lzu.edu.cn. 258 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

tyb.lzu.edu.cn. 258 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

tzb.lzu.edu.cn. 7200 IN A 202.201.1.184

tzdw.lzu.edu.cn. 7200 IN A 202.201.7.12

uais.lzu.edu.cn. 3600 IN A 202.201.13.70

uais.lzu.edu.cn. 3599 IN A 202.201.13.70

uais.lzu.edu.cn. 3599 IN A 202.201.13.70

uais.lzu.edu.cn. 3599 IN A 202.201.13.70

v2013.lzu.edu.cn. 3600 IN CNAME www.lzu.edu.cn.
www.lzu.edu.cn. 59 IN A 202.201.0.206
www.lzu.edu.cn. 59 IN A 202.201.13.121

va.lzu.edu.cn. 7200 IN A 202.201.13.43

va.lzu.edu.cn. 7199 IN A 202.201.13.43

va.lzu.edu.cn. 7199 IN A 202.201.13.43

va.lzu.edu.cn. 7199 IN A 202.201.13.43

va.lzu.edu.cn. 7199 IN A 202.201.13.43

va.lzu.edu.cn. 7199 IN A 202.201.13.43

va.lzu.edu.cn. 7199 IN A 202.201.13.43

va.lzu.edu.cn. 7199 IN A 202.201.13.43

va.lzu.edu.cn. 7199 IN A 202.201.13.43

va.lzu.edu.cn. 7199 IN A 202.201.13.43

wrd.vhost.lzu.edu.cn. 7190 IN A 202.201.13.232

virphy.lzu.edu.cn. 7200 IN A 202.201.13.91

virphy.lzu.edu.cn. 7199 IN A 202.201.13.91

virphy.lzu.edu.cn. 7199 IN A 202.201.13.91

virphy.lzu.edu.cn. 7199 IN A 202.201.13.91

virphy.lzu.edu.cn. 7199 IN A 202.201.13.91

virphy.lzu.edu.cn. 7199 IN A 202.201.13.91

virphy.lzu.edu.cn. 7199 IN A 202.201.13.91

virphy.lzu.edu.cn. 7199 IN A 202.201.13.91

virphy.lzu.edu.cn. 7199 IN A 202.201.13.91

virphy.lzu.edu.cn. 7199 IN A 202.201.13.91

vote.lzu.edu.cn. 3600 IN A 202.201.1.183

vpn.lzu.edu.cn. 3600 IN A 202.201.0.175

vpn.lzu.edu.cn. 3599 IN A 202.201.0.175

vpn.lzu.edu.cn. 3599 IN A 202.201.0.175

vpn.lzu.edu.cn. 3599 IN A 202.201.0.175

vpn.lzu.edu.cn. 3599 IN A 202.201.0.175

vpn.lzu.edu.cn. 3599 IN A 202.201.0.175

vpn.lzu.edu.cn. 3599 IN A 202.201.0.175

vpn.lzu.edu.cn. 3599 IN A 202.201.0.175

vpn.lzu.edu.cn. 3599 IN A 202.201.0.175

vpn.lzu.edu.cn. 3599 IN A 202.201.0.175

vpne.lzu.edu.cn. 60 IN A 202.201.0.197

vpne.lzu.edu.cn. 59 IN A 202.201.0.197

vpne.lzu.edu.cn. 59 IN A 202.201.0.197

vpne.lzu.edu.cn. 59 IN A 202.201.0.197

vpnt.lzu.edu.cn. 3600 IN A 61.178.84.210

vpnt.lzu.edu.cn. 3599 IN A 61.178.84.210

vpnt.lzu.edu.cn. 3599 IN A 61.178.84.210

vpnt.lzu.edu.cn. 3599 IN A 61.178.84.210

vpnt.lzu.edu.cn. 3599 IN A 61.178.84.210

vpnt.lzu.edu.cn. 3599 IN A 61.178.84.210

vpnt.lzu.edu.cn. 3599 IN A 61.178.84.210

vpnt.lzu.edu.cn. 3599 IN A 61.178.84.210

vpnt.lzu.edu.cn. 3599 IN A 61.178.84.210

vpnx.lzu.edu.cn. 7200 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

vpnx.lzu.edu.cn. 7199 IN A 202.201.0.64

NXDOMAIN for @.web1.lzu.edu.cn

NXDOMAIN for @.web1.lzu.edu.cn

NXDOMAIN for @.web1.lzu.edu.cn

NXDOMAIN for @.web1.lzu.edu.cn

NXDOMAIN for @.web1.lzu.edu.cn

NXDOMAIN for @.web1.lzu.edu.cn

NXDOMAIN for @.web1.lzu.edu.cn

NXDOMAIN for @.web1.lzu.edu.cn

NXDOMAIN for @.web1.lzu.edu.cn

NXDOMAIN for @.web1.lzu.edu.cn

web2.lzu.edu.cn. 7200 IN A 202.201.13.48

web2.lzu.edu.cn. 7199 IN A 202.201.13.48

web2.lzu.edu.cn. 7199 IN A 202.201.13.48

web2.lzu.edu.cn. 7199 IN A 202.201.13.48

web2.lzu.edu.cn. 7199 IN A 202.201.13.48

web2.lzu.edu.cn. 7199 IN A 202.201.13.48

web2.lzu.edu.cn. 7199 IN A 202.201.13.48

web2.lzu.edu.cn. 7199 IN A 202.201.13.48

web2.lzu.edu.cn. 7199 IN A 202.201.13.48

web5.lzu.edu.cn. 7200 IN A 202.201.3.158

web5.lzu.edu.cn. 7199 IN A 202.201.3.158

web5.lzu.edu.cn. 7199 IN A 202.201.3.158

web5.lzu.edu.cn. 7199 IN A 202.201.3.158

web5.lzu.edu.cn. 7199 IN A 202.201.3.158

web5.lzu.edu.cn. 7199 IN A 202.201.3.158

web5.lzu.edu.cn. 7199 IN A 202.201.3.158

web5.lzu.edu.cn. 7199 IN A 202.201.3.158

web5.lzu.edu.cn. 7199 IN A 202.201.3.158

web5.lzu.edu.cn. 7199 IN A 202.201.3.158

webvpn.lzu.edu.cn. 3600 IN A 202.201.0.245

webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3600 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

*.webvpn.lzu.edu.cn. 3599 IN A 202.201.0.245

news.webvpn.lzu.edu.cn. 3600 IN A 202.201.0.245

wechat.lzu.edu.cn. 7200 IN A 202.201.13.27

wechat.lzu.edu.cn. 7199 IN A 202.201.13.27

wechat.lzu.edu.cn. 7199 IN A 202.201.13.27

wechat.lzu.edu.cn. 7199 IN A 202.201.13.27

wechat.lzu.edu.cn. 7199 IN A 202.201.13.27

wechat.lzu.edu.cn. 7199 IN A 202.201.13.27

wechat.lzu.edu.cn. 7199 IN A 202.201.13.27

wechat.lzu.edu.cn. 7199 IN A 202.201.13.27

wechat.lzu.edu.cn. 7199 IN A 202.201.13.27

wechat.lzu.edu.cn. 7199 IN A 202.201.13.27

wel.lzu.edu.cn. 7200 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wel.lzu.edu.cn. 7199 IN A 202.201.13.67

wme.lzu.edu.cn. 3600 IN A 202.201.1.213

wme.lzu.edu.cn. 3599 IN A 202.201.1.213

wme.lzu.edu.cn. 3599 IN A 202.201.1.213

wme.lzu.edu.cn. 3599 IN A 202.201.1.213

wrdvpn.lzu.edu.cn. 7200 IN A 202.201.0.156

wrdvpn.lzu.edu.cn. 7199 IN A 202.201.0.156

wrdvpn.lzu.edu.cn. 7199 IN A 202.201.0.156

wrdvpn.lzu.edu.cn. 7199 IN A 202.201.0.156

wrdvpn.lzu.edu.cn. 7199 IN A 202.201.0.156

wrdvpn.lzu.edu.cn. 7199 IN A 202.201.0.156

wrdvpn.lzu.edu.cn. 7199 IN A 202.201.0.156

wrdvpn.lzu.edu.cn. 7199 IN A 202.201.0.156

wrdvpn.lzu.edu.cn. 7199 IN A 202.201.0.156

wrdvpn.lzu.edu.cn. 7199 IN A 202.201.0.156

wsus.lzu.edu.cn. 7200 IN A 202.201.13.175

wsus.lzu.edu.cn. 7199 IN A 202.201.13.175

wsus.lzu.edu.cn. 7199 IN A 202.201.13.175

wsus.lzu.edu.cn. 7199 IN A 202.201.13.175

wsus.lzu.edu.cn. 7199 IN A 202.201.13.175

wsus.lzu.edu.cn. 7199 IN A 202.201.13.175

wsus.lzu.edu.cn. 7199 IN A 202.201.13.175

wsus.lzu.edu.cn. 7199 IN A 202.201.13.175

wsus.lzu.edu.cn. 7199 IN A 202.201.13.175

wsus.lzu.edu.cn. 7199 IN A 202.201.13.175

wuye.lzu.edu.cn. 7200 IN A 202.201.13.42

wuye.lzu.edu.cn. 7199 IN A 202.201.13.42

wuye.lzu.edu.cn. 7199 IN A 202.201.13.42

wuye.lzu.edu.cn. 7199 IN A 202.201.13.42

wuye.lzu.edu.cn. 7199 IN A 202.201.13.42

wuye.lzu.edu.cn. 7199 IN A 202.201.13.42

wuye.lzu.edu.cn. 7199 IN A 202.201.13.42

wuye.lzu.edu.cn. 7199 IN A 202.201.13.42

wuye.lzu.edu.cn. 7199 IN A 202.201.13.42

wuye.lzu.edu.cn. 7199 IN A 202.201.13.42

www.lzu.edu.cn. 59 IN A 202.201.13.121
www.lzu.edu.cn. 59 IN A 202.201.0.206

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

www.lzu.edu.cn. 58 IN A 202.201.0.206
www.lzu.edu.cn. 58 IN A 202.201.13.121

wyjx.lzu.edu.cn. 3600 IN A 202.201.2.155

wyjx.lzu.edu.cn. 3599 IN A 202.201.2.155

wyjx.lzu.edu.cn. 3599 IN A 202.201.2.155

wyjx.lzu.edu.cn. 3599 IN A 202.201.2.155

wyjx.lzu.edu.cn. 3599 IN A 202.201.2.155

wyjx.lzu.edu.cn. 3599 IN A 202.201.2.155

wyjx.lzu.edu.cn. 3599 IN A 202.201.2.155

wyjx.lzu.edu.cn. 3599 IN A 202.201.2.155

wyjx.lzu.edu.cn. 3599 IN A 202.201.2.155

wyjx.lzu.edu.cn. 3599 IN A 202.201.2.155

wyy.lzu.edu.cn. 257 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 256 IN A 202.201.1.184

wyy.lzu.edu.cn. 256 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 256 IN A 202.201.1.184

wyy.lzu.edu.cn. 256 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 256 IN A 202.201.1.184

wyy.lzu.edu.cn. 256 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 256 IN A 202.201.1.184

xbsys.lzu.edu.cn. 7200 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xbsys.lzu.edu.cn. 7199 IN A 202.201.13.45

xcb.lzu.edu.cn. 3600 IN A 202.201.0.62

xgb.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 255 IN A 202.201.1.184

xgb.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 255 IN A 202.201.1.184

xgb.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 255 IN A 202.201.1.184

xgb.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 255 IN A 202.201.1.184

xkgl.lzu.edu.cn. 7200 IN A 202.201.13.152

xkgl.lzu.edu.cn. 7199 IN A 202.201.13.152

xkgl.lzu.edu.cn. 7199 IN A 202.201.13.152

xkgl.lzu.edu.cn. 7199 IN A 202.201.13.152

xkgl.lzu.edu.cn. 7199 IN A 202.201.13.152

xkgl.lzu.edu.cn. 7199 IN A 202.201.13.152

xkgl.lzu.edu.cn. 7199 IN A 202.201.13.152

xkgl.lzu.edu.cn. 7199 IN A 202.201.13.152

xkgl.lzu.edu.cn. 7199 IN A 202.201.13.152

xkgl.lzu.edu.cn. 7199 IN A 202.201.13.152

xkpj.lzu.edu.cn. 7200 IN A 202.201.13.151

xkpj.lzu.edu.cn. 7199 IN A 202.201.13.151

xkpj.lzu.edu.cn. 7199 IN A 202.201.13.151

xkpj.lzu.edu.cn. 7199 IN A 202.201.13.151

xkpj.lzu.edu.cn. 7199 IN A 202.201.13.151

xkpj.lzu.edu.cn. 7199 IN A 202.201.13.151

xkpj.lzu.edu.cn. 7199 IN A 202.201.13.151

xkpj.lzu.edu.cn. 7199 IN A 202.201.13.151

xkpj.lzu.edu.cn. 7199 IN A 202.201.13.151

xkpj.lzu.edu.cn. 7199 IN A 202.201.13.151

xnlogin.lzu.edu.cn. 3600 IN A 202.201.1.45

xnlogin.lzu.edu.cn. 3599 IN A 202.201.1.45

xnlogin.lzu.edu.cn. 3599 IN A 202.201.1.45

xnlogin.lzu.edu.cn. 3599 IN A 202.201.1.45

xnlogin.lzu.edu.cn. 3599 IN A 202.201.1.45

xnlogin.lzu.edu.cn. 3599 IN A 202.201.1.45

xnlogin.lzu.edu.cn. 3599 IN A 202.201.1.45

xnlogin.lzu.edu.cn. 3599 IN A 202.201.1.45

xnlogin.lzu.edu.cn. 3599 IN A 202.201.1.45

xnlogin.lzu.edu.cn. 3599 IN A 202.201.1.45

xnzj.lzu.edu.cn. 729 IN A 202.201.0.189

xnzj1.lzu.edu.cn. 255 IN A 202.201.1.184

xnzj2.lzu.edu.cn. 3600 IN A 202.201.0.203

xnzj2.lzu.edu.cn. 3599 IN A 202.201.0.203

xnzj2.lzu.edu.cn. 3599 IN A 202.201.0.203

xnzj2.lzu.edu.cn. 3599 IN A 202.201.0.203

xnzj2.lzu.edu.cn. 3599 IN A 202.201.0.203

xnzj2.lzu.edu.cn. 3599 IN A 202.201.0.203

xnzj2.lzu.edu.cn. 3599 IN A 202.201.0.203

xnzj2.lzu.edu.cn. 3599 IN A 202.201.0.203

xnzj2.lzu.edu.cn. 3599 IN A 202.201.0.203

xnzj2.lzu.edu.cn. 3599 IN A 202.201.0.203

xnzjcms.lzu.edu.cn. 28 IN A 202.201.1.185

xuebao.lzu.edu.cn. 3600 IN A 202.201.1.44

xuebao.lzu.edu.cn. 3599 IN A 202.201.1.44

xuebao.lzu.edu.cn. 3599 IN A 202.201.1.44

xuebao.lzu.edu.cn. 3599 IN A 202.201.1.44

xuebao.lzu.edu.cn. 3599 IN A 202.201.1.44

xuebao.lzu.edu.cn. 3599 IN A 202.201.1.44

xuebao.lzu.edu.cn. 3599 IN A 202.201.1.44

xuebao.lzu.edu.cn. 3599 IN A 202.201.1.44

xuebao.lzu.edu.cn. 3599 IN A 202.201.1.44

xuebao.lzu.edu.cn. 3599 IN A 202.201.1.44

xw.lzu.edu.cn. 257 IN A 202.201.0.42

xxb.lzu.edu.cn. 729 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 256 IN A 202.201.1.184

xxb.lzu.edu.cn. 728 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 256 IN A 202.201.1.184

xxb.lzu.edu.cn. 728 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 256 IN A 202.201.1.184

xxb.lzu.edu.cn. 728 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 256 IN A 202.201.1.184

xxgk.lzu.edu.cn. 255 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

xxxy.lzu.edu.cn. 3382 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 89 IN A 202.201.1.184

xxxyen.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 254 IN A 202.201.1.184

xxxyen.lzu.edu.cn. 7199 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 254 IN A 202.201.1.184

xxxyen.lzu.edu.cn. 7199 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 254 IN A 202.201.1.184

xxxyen.lzu.edu.cn. 7199 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 254 IN A 202.201.1.184

xyjj.lzu.edu.cn. 257 IN A 202.201.0.44

yang.lzu.edu.cn. 7200 IN A 202.201.1.115

yang.lzu.edu.cn. 7199 IN A 202.201.1.115

yang.lzu.edu.cn. 7199 IN A 202.201.1.115

yang.lzu.edu.cn. 7199 IN A 202.201.1.115

yang.lzu.edu.cn. 7199 IN A 202.201.1.115

yang.lzu.edu.cn. 7199 IN A 202.201.1.115

yang.lzu.edu.cn. 7199 IN A 202.201.1.115

yang.lzu.edu.cn. 7199 IN A 202.201.1.115

yang.lzu.edu.cn. 7199 IN A 202.201.1.115

yang.lzu.edu.cn. 7199 IN A 202.201.1.115

NXDOMAIN for yangmq.lzu.edu.cn

NXDOMAIN for yangmq.lzu.edu.cn

NXDOMAIN for yangmq.lzu.edu.cn

NXDOMAIN for yangmq.lzu.edu.cn

NXDOMAIN for yangmq.lzu.edu.cn

NXDOMAIN for yangmq.lzu.edu.cn

NXDOMAIN for yangmq.lzu.edu.cn

NXDOMAIN for yangmq.lzu.edu.cn

NXDOMAIN for yangmq.lzu.edu.cn

yanshi.lzu.edu.cn. 7200 IN A 202.201.13.19

yanshi.lzu.edu.cn. 7199 IN A 202.201.13.19

yanshi.lzu.edu.cn. 7199 IN A 202.201.13.19

yanshi.lzu.edu.cn. 7199 IN A 202.201.13.19

yanshi.lzu.edu.cn. 7199 IN A 202.201.13.19

yanshi.lzu.edu.cn. 7199 IN A 202.201.13.19

yanshi.lzu.edu.cn. 7199 IN A 202.201.13.19

yanshi.lzu.edu.cn. 7199 IN A 202.201.13.19

yanshi.lzu.edu.cn. 7199 IN A 202.201.13.19

yanshi.lzu.edu.cn. 7199 IN A 202.201.13.19

yey.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 254 IN A 202.201.1.184

yjsjw.lzu.edu.cn. 7200 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsjw.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsjw.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsjw.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsjw.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsjw.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsjw.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsjw.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsjw.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsjw.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7188 IN A 202.201.13.232

yjsxg.lzu.edu.cn. 7200 IN A 202.201.13.232

